tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round
2008-W-SL-GBR-01A-2008,Wimbledon,Grass,128,G,2008-06-23T00:00:00.000,125,200033,6,,Serena Williams,R,175,USA,,6,2676,201386,,WC,Jie Zheng,R,164,CHN,,133,262,6-2 7-6(5),3,SF
2008-W-SL-GBR-01A-2008,Wimbledon,Grass,128,G,2008-06-23T00:00:00.000,032,200033,6,,Serena Williams,R,175,USA,,6,2676,201466,,,Kaia Kanepi,R,181,EST,,36,790,7-5 6-3,3,R128
2008-W-T2-USA-02A-2008,Stanford,Hard,28,T2,2008-07-14T00:00:00.000,013,200033,1,,Serena Williams,R,175,USA,,5,3126,201547,,Q,Michelle Larcher De Brito,R,165,POR,,226,127,4-6 6-3 6-2,3,R16
2008-W-T2-USA-02A-2008,Stanford,Hard,28,T2,2008-07-14T00:00:00.000,025,201486,,Q,Aleksandra Wozniak,R,175,CAN,,85,399,200033,1,,Serena Williams,R,175,USA,,5,3126,6-2 3-1 RET,3,SF
2008-W-T2-USA-02A-2008,Stanford,Hard,28,T2,2008-07-14T00:00:00.000,021,200033,1,,Serena Williams,R,175,USA,,5,3126,200067,5,,Patty Schnyder,L,168,SUI,,13,1802,6-3 6-1,3,QF
2008-W-OL-CHN-01A-2008,Olympic-Beijing,Hard,64,O,2008-08-11T00:00:00.000,009,200033,4,,Serena Williams,R,175,USA,,4,3251,201501,,,Olga Govortsova,R,182,BLR,,48,625,6-3 6-1,3,R64
2008-W-OL-CHN-01A-2008,Olympic-Beijing,Hard,64,O,2008-08-11T00:00:00.000,051,200033,4,,Serena Williams,R,175,USA,,4,3251,201427,15,,Alize Cornet,R,173,FRA,,18,1244,3-6 6-3 6-4,3,R16
2008-W-OL-CHN-01A-2008,Olympic-Beijing,Hard,64,O,2008-08-11T00:00:00.000,037,200033,4,,Serena Williams,R,175,USA,,4,3251,201325,,,Samantha Stosur,R,172,AUS,,79,436,6-2 6-0,3,R32
2008-W-OL-CHN-01A-2008,Olympic-Beijing,Hard,64,O,2008-08-11T00:00:00.000,058,200108,5,,Elena Dementieva,R,180,RUS,,7,2842,200033,4,,Serena Williams,R,175,USA,,4,3251,3-6 6-4 6-3,3,QF
2008-W-SL-USA-01A-2008,US Open,Hard,128,G,2008-08-25T00:00:00.000,125,200033,4,,Serena Williams,R,175,USA,,3,3341,201336,6,,Dinara Safina,R,182,RUS,,7,3047,6-3 6-2,3,SF
2008-W-SL-USA-01A-2008,US Open,Hard,128,G,2008-08-25T00:00:00.000,073,200033,4,,Serena Williams,R,175,USA,,3,3341,201455,,,Elena Vesnina,R,176,RUS,,71,467,6-1 6-1,3,R64
2008-W-SL-USA-01A-2008,US Open,Hard,128,G,2008-08-25T00:00:00.000,115,200033,4,,Serena Williams,R,175,USA,,3,3341,201392,,WC,Severine Beltrame,R,171,FRA,,121,277,6-2 6-2,3,R16
2008-W-SL-USA-01A-2008,US Open,Hard,128,G,2008-08-25T00:00:00.000,122,200033,4,,Serena Williams,R,175,USA,,3,3341,200748,7,,Venus Williams,R,185,USA,,8,2586,7-6(6) 7-6(7),3,QF
2008-W-SL-USA-01A-2008,US Open,Hard,128,G,2008-08-25T00:00:00.000,101,200033,4,,Serena Williams,R,175,USA,,3,3341,200085,30,,Ai Sugiyama,R,163,JPN,,32,911,6-2 6-1,3,R32
2008-W-SL-USA-01A-2008,US Open,Hard,128,G,2008-08-25T00:00:00.000,017,200033,4,,Serena Williams,R,175,USA,,3,3341,201435,,,Kateryna Bondarenko,R,175,UKR,,46,649,6-1 6-4,3,R128
2008-W-SL-USA-01A-2008,US Open,Hard,128,G,2008-08-25T00:00:00.000,127,200033,4,,Serena Williams,R,175,USA,,3,3341,201347,2,,Jelena Jankovic,R,177,SRB,,2,3515,6-4 7-5,3,F
2008-W-T2-GER-01A-2008,Stuttgart,Hard,28,T2,2008-09-29T00:00:00.000,013,201419,,,Na Li,R,172,CHN,,30,937,200033,1,,Serena Williams,R,175,USA,,1,4091,0-6 6-1 6-4,3,R16
2008-W-WT-QAT-01A-2008,WTA Tour Championships,Hard,4,W,2008-11-03T00:00:00.000,11,200748,7,,Venus Williams,R,185,USA,,8,2522,200033,3,,Serena Williams,R,175,USA,,3,3716,5-7 6-1 6-0,3,RR
2008-W-WT-QAT-01A-2008,WTA Tour Championships,Hard,4,W,2008-11-03T00:00:00.000,7,200033,3,,Serena Williams,R,175,USA,,3,3716,201336,2,,Dinara Safina,R,182,RUS,,2,3752,6-4 6-1,3,RR
2009-W-PR-AUS-01A-2009,Sydney,Hard,32,P,2009-01-12T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,2,7732,201496,8,,Caroline Wozniacki,R,177,DEN,,12,3330,6-7(5) 6-3 7-6(3),3,QF
2009-W-PR-AUS-01A-2009,Sydney,Hard,32,P,2009-01-12T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,2,7732,201325,,,Samantha Stosur,R,172,AUS,,46,1188,6-3 6-7(4) 7-5,3,R32
2009-W-PR-AUS-01A-2009,Sydney,Hard,32,P,2009-01-12T00:00:00.000,029,200108,3,,Elena Dementieva,R,180,RUS,,4,7326,200033,1,,Serena Williams,R,175,USA,,2,7732,6-3 6-1,3,SF
2009-W-PR-AUS-01A-2009,Sydney,Hard,32,P,2009-01-12T00:00:00.000,017,200033,1,,Serena Williams,R,175,USA,,2,7732,201506,,,Sara Errani,R,164,ITA,,38,1442,6-1 6-2,3,R16
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,G,2009-01-19T00:00:00.000,127,200033,2,,Serena Williams,R,175,USA,,2,7932,201336,3,,Dinara Safina,R,182,RUS,,3,7754,6-0 6-3,3,F
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,G,2009-01-19T00:00:00.000,064,200033,2,,Serena Williams,R,175,USA,,2,7932,201460,,WC,Meng Yuan,U,,CHN,,123,528,6-3 6-2,3,R128
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,G,2009-01-19T00:00:00.000,096,200033,2,,Serena Williams,R,175,USA,,2,7932,201363,,,Gisela Dulko,R,170,ARG,,45,1230,6-3 7-5,3,R64
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,G,2009-01-19T00:00:00.000,120,200033,2,,Serena Williams,R,175,USA,,2,7932,201458,13,,Victoria Azarenka,R,180,BLR,,14,3066,3-6 4-2 RET,3,R16
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,G,2009-01-19T00:00:00.000,112,200033,2,,Serena Williams,R,175,USA,,2,7932,201397,,,Shuai Peng,R,173,CHN,,41,1410,6-1 6-4,3,R32
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,G,2009-01-19T00:00:00.000,124,200033,2,,Serena Williams,R,175,USA,,2,7932,201320,8,,Svetlana Kuznetsova,R,174,RUS,,8,5190,5-7 7-5 6-1,3,QF
2009-W-SL-AUS-01A-2009,Australian Open,Hard,128,G,2009-01-19T00:00:00.000,126,200033,2,,Serena Williams,R,175,USA,,2,7932,200108,4,,Elena Dementieva,R,180,RUS,,4,7596,6-3 6-4,3,SF
2009-W-PR-FRA-01A-2009,Paris,Carpet,32,P,2009-02-09T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,9432,201331,,,Iveta Benesova,L,170,CZE,,34,1570,6-1 6-4,3,R32
2009-W-PR-FRA-01A-2009,Paris,Carpet,32,P,2009-02-09T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,1,9432,200104,,Q,Emilie Loit,L,,FRA,,134,474,6-4 6-1,3,QF
2009-W-PR-FRA-01A-2009,Paris,Carpet,32,P,2009-02-09T00:00:00.000,017,200033,1,,Serena Williams,R,175,USA,,1,9432,201368,,Q,Karolina Sprem,R,174,CRO,,145,428,6-1 6-2,3,R16
2009-W-PR-FRA-01A-2009,Paris,Carpet,32,P,2009-02-09T00:00:00.000,029,200108,3,,Elena Dementieva,R,180,RUS,,4,8166,200033,1,,Serena Williams,R,175,USA,,1,9432,W/O,3,SF
2009-W-PR-UAE-01A-2009,Dubai,Hard,56,P,2009-02-16T00:00:00.000,049,200033,1,,Serena Williams,R,175,USA,,1,9632,201421,8,,Ana Ivanovic,R,183,SRB,,8,5492,6-4 6-4,3,QF
2009-W-PR-UAE-01A-2009,Dubai,Hard,56,P,2009-02-16T00:00:00.000,025,200033,1,,Serena Williams,R,175,USA,,1,9632,201506,,,Sara Errani,R,164,ITA,,32,1618,4-6 6-2 6-0,3,R32
2009-W-PR-UAE-01A-2009,Dubai,Hard,56,P,2009-02-16T00:00:00.000,053,200748,6,,Venus Williams,R,185,USA,,6,6144,200033,1,,Serena Williams,R,175,USA,,1,9632,6-1 2-6 7-6(3),3,SF
2009-W-PR-UAE-01A-2009,Dubai,Hard,56,P,2009-02-16T00:00:00.000,041,200033,1,,Serena Williams,R,175,USA,,1,9632,201386,13,,Jie Zheng,R,164,CHN,,20,2386,6-4 6-2,3,R16
2009-W-PM-USA-02A-2009,Miami,Hard,96,PM,2009-03-23T00:00:00.000,095,201458,11,,Victoria Azarenka,R,180,BLR,,10,3760,200033,1,,Serena Williams,R,175,USA,,1,9432,6-3 6-1,3,F
2009-W-PM-USA-02A-2009,Miami,Hard,96,PM,2009-03-23T00:00:00.000,089,200033,1,,Serena Williams,R,175,USA,,1,9432,201419,,,Na Li,R,172,CHN,,40,1448,4-6 7-6(1) 6-2,3,QF
2009-W-PM-USA-02A-2009,Miami,Hard,96,PM,2009-03-23T00:00:00.000,081,200033,1,,Serena Williams,R,175,USA,,1,9432,201386,17,,Jie Zheng,R,164,CHN,,17,2501,7-5 5-7 6-3,3,R16
2009-W-PM-USA-02A-2009,Miami,Hard,96,PM,2009-03-23T00:00:00.000,033,200033,1,,Serena Williams,R,175,USA,,1,9432,201443,,WC,Alexa Glatch,R,,USA,,124,542,6-2 6-3,3,R64
2009-W-PM-USA-02A-2009,Miami,Hard,96,PM,2009-03-23T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,9432,201397,32,,Shuai Peng,R,173,CHN,,34,1566,7-5 6-2,3,R32
2009-W-PM-USA-02A-2009,Miami,Hard,96,PM,2009-03-23T00:00:00.000,093,200033,1,,Serena Williams,R,175,USA,,1,9432,200748,5,,Venus Williams,R,185,USA,,6,6842,6-4 3-6 6-3,3,SF
2009-W-INT-ESP-01A-2009,Marbella,Clay,32,I,2009-04-06T00:00:00.000,001,201344,,,Klara Koukalova,R,166,CZE,,95,663,200033,1,,Serena Williams,R,175,USA,,1,9132,6-4 3-6 6-1,3,R32
2009-W-PR-ITA-01A-2009,Rome,Clay,56,P,2009-05-04T00:00:00.000,040,200067,,,Patty Schnyder,L,168,SUI,,20,2269,200033,2,,Serena Williams,R,175,USA,,2,8272,6-2 2-6 6-1,3,R32
2009-W-PM-ESP-01A-2009,Madrid,Clay,60,PM,2009-05-11T00:00:00.000,028,201212,,,Francesca Schiavone,R,166,ITA,,45,1346,200033,2,,Serena Williams,R,175,USA,,2,8053,6-4 0-0 RET,3,R64
2009-W-SL-FRA-01A-2009,French Open,Clay,128,G,2009-05-25T00:00:00.000,124,201320,7,,Svetlana Kuznetsova,R,174,RUS,,7,5091,200033,2,,Serena Williams,R,175,USA,,2,7838,7-6(3) 5-7 7-5,3,QF
2009-W-SL-FRA-01A-2009,French Open,Clay,128,G,2009-05-25T00:00:00.000,064,200033,2,,Serena Williams,R,175,USA,,2,7838,201344,,,Klara Koukalova,R,166,CZE,,100,655,6-3 6-7(5) 6-4,3,R128
2009-W-SL-FRA-01A-2009,French Open,Clay,128,G,2009-05-25T00:00:00.000,096,200033,2,,Serena Williams,R,175,USA,,2,7838,200118,,,Virginia Ruano Pascual,R,169,ESP,,133,498,6-2 6-0,3,R64
2009-W-SL-FRA-01A-2009,French Open,Clay,128,G,2009-05-25T00:00:00.000,120,200033,2,,Serena Williams,R,175,USA,,2,7838,201486,24,,Aleksandra Wozniak,R,175,CAN,,24,1854,6-1 6-2,3,R16
2009-W-SL-FRA-01A-2009,French Open,Clay,128,G,2009-05-25T00:00:00.000,112,200033,2,,Serena Williams,R,175,USA,,2,7838,201287,,,Maria Jose Martinez Sanchez,L,176,ESP,,43,1387,4-6 6-3 6-4,3,R32
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,G,2009-06-22T00:00:00.000,120,200033,2,,Serena Williams,R,175,USA,,2,8158,201290,,,Daniela Hantuchova,R,181,SVK,,32,1639,6-3 6-1,3,R16
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,G,2009-06-22T00:00:00.000,127,200033,2,,Serena Williams,R,175,USA,,2,8158,200748,3,,Venus Williams,R,185,USA,,3,7217,7-6(3) 6-2,3,F
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,G,2009-06-22T00:00:00.000,124,200033,2,,Serena Williams,R,175,USA,,2,8158,201458,8,,Victoria Azarenka,R,180,BLR,,8,4746,6-2 6-3,3,QF
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,G,2009-06-22T00:00:00.000,096,200033,2,,Serena Williams,R,175,USA,,2,8158,201457,,,Jarmila Gajdosova,R,174,AUS,,69,951,6-2 6-1,3,R64
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,G,2009-06-22T00:00:00.000,112,200033,2,,Serena Williams,R,175,USA,,2,8158,201311,,,Roberta Vinci,R,163,ITA,,53,1154,6-3 6-4,3,R32
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,G,2009-06-22T00:00:00.000,126,200033,2,,Serena Williams,R,175,USA,,2,8158,200108,4,,Elena Dementieva,R,180,RUS,,4,6591,6-7(4) 7-5 8-6,3,SF
2009-W-SL-GBR-01A-2009,Wimbledon,Grass,128,G,2009-06-22T00:00:00.000,064,200033,2,,Serena Williams,R,175,USA,,2,8158,201574,,Q,Neuza Silva,R,,POR,,154,412,6-1 7-5,3,R128
2009-W-PR-USA-02A-2009,Stanford,Hard,32,P,2009-07-27T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,2,8509,201419,,,Na Li,R,172,CHN,,18,2342,6-3 7-6(6),3,R32
2009-W-PR-USA-02A-2009,Stanford,Hard,32,P,2009-07-27T00:00:00.000,017,200033,1,,Serena Williams,R,175,USA,,2,8509,201349,,,Melinda Czink,L,178,HUN,,56,1067,6-3 7-6(7),3,R16
2009-W-PR-USA-02A-2009,Stanford,Hard,32,P,2009-07-27T00:00:00.000,025,201325,,,Samantha Stosur,R,172,AUS,,20,2045,200033,1,,Serena Williams,R,175,USA,,2,8509,6-2 3-6 6-2,3,QF
2009-W-PR-USA-04A-2009,Cincinnati,Hard,56,P,2009-08-10T00:00:00.000,040,200033,2,,Serena Williams,R,175,USA,,2,8628,201435,,Q,Kateryna Bondarenko,R,175,UKR,,67,898,6-3 6-2,3,R32
2009-W-PR-USA-04A-2009,Cincinnati,Hard,56,P,2009-08-10T00:00:00.000,048,201446,,,Sybille Bammer,L,174,AUT,,29,1720,200033,2,,Serena Williams,R,175,USA,,2,8628,7-5 6-4,3,R16
2009-W-PR-CAN-01A-2009,Canadian Open,Hard,56,P,2009-08-17T00:00:00.000,054,200108,4,,Elena Dementieva,R,180,RUS,,5,6235,200033,2,,Serena Williams,R,175,USA,,2,8558,7-6(2) 6-1,3,SF
2009-W-PR-CAN-01A-2009,Canadian Open,Hard,56,P,2009-08-17T00:00:00.000,040,200033,2,,Serena Williams,R,175,USA,,2,8558,201468,,Q,Yaroslava Shvedova,R,180,KAZ,,61,1013,6-3 6-2,3,R32
2009-W-PR-CAN-01A-2009,Canadian Open,Hard,56,P,2009-08-17T00:00:00.000,048,200033,2,,Serena Williams,R,175,USA,,2,8558,201416,,,Alona Bondarenko,R,168,UKR,,33,1600,6-1 6-4,3,R16
2009-W-PR-CAN-01A-2009,Canadian Open,Hard,56,P,2009-08-17T00:00:00.000,052,200033,2,,Serena Williams,R,175,USA,,2,8558,201425,,Q,Lucie Safarova,L,177,CZE,,46,1249,6-3 6-2,3,QF
2009-W-SL-USA-01A-2009,US Open,Hard,128,G,2009-08-31T00:00:00.000,112,200033,2,,Serena Williams,R,175,USA,,2,8907,201287,,,Maria Jose Martinez Sanchez,L,176,ESP,,43,1376,6-3 7-5,3,R32
2009-W-SL-USA-01A-2009,US Open,Hard,128,G,2009-08-31T00:00:00.000,096,200033,2,,Serena Williams,R,175,USA,,2,8907,201349,,,Melinda Czink,L,178,HUN,,51,1127,6-1 6-1,3,R64
2009-W-SL-USA-01A-2009,US Open,Hard,128,G,2009-08-31T00:00:00.000,126,200079,,WC,Kim Clijsters,R,,BEL,,,,200033,2,,Serena Williams,R,175,USA,,2,8907,6-4 7-5,3,SF
2009-W-SL-USA-01A-2009,US Open,Hard,128,G,2009-08-31T00:00:00.000,064,200033,2,,Serena Williams,R,175,USA,,2,8907,201443,,WC,Alexa Glatch,R,,USA,,103,612,6-4 6-1,3,R128
2009-W-SL-USA-01A-2009,US Open,Hard,128,G,2009-08-31T00:00:00.000,120,200033,2,,Serena Williams,R,175,USA,,2,8907,201290,22,,Daniela Hantuchova,R,181,SVK,,24,1909,6-2 6-0,3,R16
2009-W-SL-USA-01A-2009,US Open,Hard,128,G,2009-08-31T00:00:00.000,124,200033,2,,Serena Williams,R,175,USA,,2,8907,201355,10,,Flavia Pennetta,R,172,ITA,,10,3490,6-4 6-3,3,QF
2009-W-PM-CHN-01A-2009,Beijing,Hard,60,PM,2009-10-05T00:00:00.000,052,200069,13,,Nadia Petrova,R,178,RUS,,17,2440,200033,2,,Serena Williams,R,175,USA,,2,7806,6-4 3-6 7-6(5),3,R16
2009-W-PM-CHN-01A-2009,Beijing,Hard,60,PM,2009-10-05T00:00:00.000,044,200033,2,,Serena Williams,R,175,USA,,2,7806,201505,,,Ekaterina Makarova,L,178,RUS,,55,1163,6-3 6-2,3,R32
2009-W-PM-CHN-01A-2009,Beijing,Hard,60,PM,2009-10-05T00:00:00.000,028,200033,2,,Serena Williams,R,175,USA,,2,7806,201466,,,Kaia Kanepi,R,181,EST,,56,1153,7-5 6-4,3,R64
2009-W-WT-QAT-01A-2009,WTA Tour Championships,Hard,4,W,2009-10-26T00:00:00.000,001,200033,2,,Serena Williams,R,175,USA,,2,7576,201496,4,,Caroline Wozniacki,R,177,DEN,,4,5485,6-4 0-1 RET,3,SF
2009-W-WT-QAT-01A-2009,WTA Tour Championships,Hard,4,W,2009-10-26T00:00:00.000,9,200033,2,,Serena Williams,R,175,USA,,2,7576,200748,7,,Venus Williams,R,185,USA,,7,4397,5-7 6-4 7-6(4),3,RR
2009-W-WT-QAT-01A-2009,WTA Tour Championships,Hard,4,W,2009-10-26T00:00:00.000,7,200033,2,,Serena Williams,R,175,USA,,2,7576,201320,3,,Svetlana Kuznetsova,R,174,RUS,,3,5772,7-6(6) 7-5,3,RR
2009-W-WT-QAT-01A-2009,WTA Tour Championships,Hard,4,W,2009-10-26T00:00:00.000,8,200033,2,,Serena Williams,R,175,USA,,2,7576,200108,5,,Elena Dementieva,R,180,RUS,,5,5415,6-2 6-4,3,RR
2009-W-WT-QAT-01A-2009,WTA Tour Championships,Hard,4,W,2009-10-26T00:00:00.000,003,200033,2,,Serena Williams,R,175,USA,,2,7576,200748,7,,Venus Williams,R,185,USA,,7,4397,6-2 7-6(4),3,F
2010-W-PR-AUS-01A-2010,Sydney,Hard,30,P,2010-01-11T00:00:00.000,015,200033,1,,Serena Williams,R,175,USA,,1,9075,201287,,,Maria Jose Martinez Sanchez,L,176,ESP,,25,1940,6-1 6-2,3,R16
2010-W-PR-AUS-01A-2010,Sydney,Hard,30,P,2010-01-11T00:00:00.000,023,200033,1,,Serena Williams,R,175,USA,,1,9075,201371,,Q,Vera Dushevina,R,180,RUS,,43,1430,6-2 6-2,3,QF
2010-W-PR-AUS-01A-2010,Sydney,Hard,30,P,2010-01-11T00:00:00.000,029,200108,5,,Elena Dementieva,R,180,RUS,,5,5505,200033,1,,Serena Williams,R,175,USA,,1,9075,6-3 6-2,3,F
2010-W-PR-AUS-01A-2010,Sydney,Hard,30,P,2010-01-11T00:00:00.000,027,200033,1,,Serena Williams,R,175,USA,,1,9075,201431,,,Aravane Rezai,R,165,FRA,,27,1885,3-6 7-5 6-4,3,SF
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,G,2010-01-18T00:00:00.000,121,200033,1,,Serena Williams,R,175,USA,,1,9195,201458,7,,Victoria Azarenka,R,180,BLR,,7,4740,4-6 7-6(4) 6-2,3,QF
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,G,2010-01-18T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,9195,201520,,,Petra Kvitova,L,183,CZE,,77,817,6-2 6-1,3,R64
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,G,2010-01-18T00:00:00.000,097,200033,1,,Serena Williams,R,175,USA,,1,9195,201521,32,,Carla Suarez Navarro,R,162,ESP,,33,1715,6-0 6-3,3,R32
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,G,2010-01-18T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,9195,201524,,,Urszula Radwanska,R,177,POL,,72,880,6-2 6-1,3,R128
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,G,2010-01-18T00:00:00.000,125,200033,1,,Serena Williams,R,175,USA,,1,9195,201419,16,,Na Li,R,172,CHN,,17,2600,7-6(4) 7-6(1),3,SF
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,G,2010-01-18T00:00:00.000,113,200033,1,,Serena Williams,R,175,USA,,1,9195,201325,13,,Samantha Stosur,R,172,AUS,,13,3045,6-4 6-2,3,R16
2010-W-SL-AUS-01A-2010,Australian Open,Hard,128,G,2010-01-18T00:00:00.000,127,200033,1,,Serena Williams,R,175,USA,,1,9195,200003,,WC,Justine Henin,R,167,BEL,,,,6-4 3-6 6-2,3,F
2010-W-PR-ITA-01A-2010,Rome Italian Open,Clay,56,P,2010-05-03T00:00:00.000,053,201347,7,,Jelena Jankovic,R,177,SRB,,7,4740,200033,1,WC,Serena Williams,R,175,USA,,1,7946,4-6 6-3 7-6(5),3,SF
2010-W-PR-ITA-01A-2010,Rome Italian Open,Clay,56,P,2010-05-03T00:00:00.000,049,200033,1,WC,Serena Williams,R,175,USA,,1,7946,201373,,,Maria Kirilenko,R,173,RUS,,37,1555,6-1 6-4,3,QF
2010-W-PR-ITA-01A-2010,Rome Italian Open,Clay,56,P,2010-05-03T00:00:00.000,041,200033,1,WC,Serena Williams,R,175,USA,,1,7946,201492,,,Andrea Petkovic,R,180,GER,,49,1343,6-2 3-6 6-0,3,R16
2010-W-PR-ITA-01A-2010,Rome Italian Open,Clay,56,P,2010-05-03T00:00:00.000,025,200033,1,WC,Serena Williams,R,175,USA,,1,7946,201490,,,Timea Bacsinszky,R,,SUI,,48,1392,7-6(2) 6-1,3,R32
2010-W-PM-ESP-01A-2010,Madrid,Clay,60,PM,2010-05-10T00:00:00.000,029,200033,1,,Serena Williams,R,175,USA,,1,8340,201371,,,Vera Dushevina,R,180,RUS,,43,1450,6-7(2) 7-6(5) 7-6(5),3,R32
2010-W-PM-ESP-01A-2010,Madrid,Clay,60,PM,2010-05-10T00:00:00.000,045,200069,16,,Nadia Petrova,R,178,RUS,,18,2685,200033,1,,Serena Williams,R,175,USA,,1,8340,4-6 6-2 6-3,3,R16
2010-W-SL-FRA-01A-2010,French Open,Clay,128,G,2010-05-24T00:00:00.000,121,201325,7,,Samantha Stosur,R,172,AUS,,7,4405,200033,1,,Serena Williams,R,175,USA,,1,8475,6-2 6-7(2) 8-6,3,QF
2010-W-SL-FRA-01A-2010,French Open,Clay,128,G,2010-05-24T00:00:00.000,113,200033,1,,Serena Williams,R,175,USA,,1,8475,201424,18,,Shahar Peer,R,170,ISR,,18,2895,6-2 6-2,3,R16
2010-W-SL-FRA-01A-2010,French Open,Clay,128,G,2010-05-24T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,8475,201504,,,Julia Goerges,R,180,GER,,77,831,6-1 6-1,3,R64
2010-W-SL-FRA-01A-2010,French Open,Clay,128,G,2010-05-24T00:00:00.000,097,200033,1,,Serena Williams,R,175,USA,,1,8475,201499,29,,Anastasia Pavlyuchenkova,R,177,RUS,,29,1850,6-1 1-6 6-2,3,R32
2010-W-SL-FRA-01A-2010,French Open,Clay,128,G,2010-05-24T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,8475,201527,,,Stefanie Voegele,R,170,SUI,,76,865,7-6(2) 6-2,3,R128
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,G,2010-06-21T00:00:00.000,113,200033,1,,Serena Williams,R,175,USA,,1,8475,201345,16,,Maria Sharapova,R,,RUS,,17,3080,7-6(9) 6-4,3,R16
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,G,2010-06-21T00:00:00.000,001,200033,1,,Serena Williams,R,175,USA,,1,8475,201547,,,Michelle Larcher De Brito,R,165,POR,,148,413,6-0 6-4,3,R128
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,G,2010-06-21T00:00:00.000,127,200033,1,,Serena Williams,R,175,USA,,1,8475,201329,21,,Vera Zvonareva,R,172,RUS,,21,2725,6-3 6-2,3,F
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,G,2010-06-21T00:00:00.000,065,200033,1,,Serena Williams,R,175,USA,,1,8475,201403,,,Anna Chakvetadze,R,170,RUS,,118,542,6-0 6-1,3,R64
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,G,2010-06-21T00:00:00.000,125,200033,1,,Serena Williams,R,175,USA,,1,8475,201520,,,Petra Kvitova,L,183,CZE,,62,1080,7-6(5) 6-2,3,SF
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,G,2010-06-21T00:00:00.000,121,200033,1,,Serena Williams,R,175,USA,,1,8475,201419,9,,Na Li,R,172,CHN,,12,3416,7-5 6-3,3,QF
2010-W-SL-GBR-01A-2010,Wimbledon,Grass,128,G,2010-06-21T00:00:00.000,097,200033,1,,Serena Williams,R,175,USA,,1,8475,201495,,,Dominika Cibulkova,R,161,SVK,,46,1275,6-0 7-5,3,R32
2011-W-PR-GBR-01A-2011,Eastbourne,Grass,32,P,2011-06-13T00:00:00.000,002,200033,,WC,Serena Williams,R,175,USA,,26,2000,201450,,,Tsvetana Pironkova,R,180,BUL,,34,1558,1-6 6-3 6-4,3,R32
2011-W-PR-GBR-01A-2011,Eastbourne,Grass,32,P,2011-06-13T00:00:00.000,017,201329,1,,Vera Zvonareva,R,172,RUS,,3,7935,200033,,WC,Serena Williams,R,175,USA,,26,2000,3-6 7-6(5) 7-5,3,R16
2011-W-SL-GBR-01A-2011,Wimbledon,Grass,128,G,2011-06-20T00:00:00.000,116,201294,9,,Marion Bartoli,R,170,FRA,,9,4010,200033,7,,Serena Williams,R,175,USA,,25,2060,6-3 7-6(6),3,R16
2011-W-SL-GBR-01A-2011,Wimbledon,Grass,128,G,2011-06-20T00:00:00.000,104,200033,7,,Serena Williams,R,175,USA,,25,2060,201373,26,,Maria Kirilenko,R,173,RUS,,27,1985,6-3 6-2,3,R32
2011-W-SL-GBR-01A-2011,Wimbledon,Grass,128,G,2011-06-20T00:00:00.000,032,200033,7,,Serena Williams,R,175,USA,,25,2060,201431,,,Aravane Rezai,R,165,FRA,,61,990,6-3 3-6 6-1,3,R128
